Model,Control_F1,Control_Rec,Control_Prec,Contrast_F1,Contrast_Rec,Contrast_Prec,Faithfulness,Consistency,para_Consistency,cont_Faithfulness,cont_Consistency,numerical_para_Consistency,numerical_cont_Faithfulness,numerical_cont_Consistency,definitions_Consistency,para_F1,para_Rec,para_Prec,cont_F1,cont_Rec,cont_Prec,numerical_para_F1,numerical_para_Rec,numerical_para_Prec,numerical_cont_F1,numerical_cont_Rec,numerical_cont_Prec,definitions_F1,definitions_Rec,definitions_Prec
late_2_shot_mistrallite_7b_retriever_bm25,0.6604026845637583,0.49696969696969695,0.984,0.483252131546894,0.3188667872212176,0.9974858579509742,0.006944444444444444,0.38684719535783363,0.49866666666666665,0.008,0.005333333333333333,0.41964285714285715,0.0,0.018518518518518517,0.5006666666666667,0.6648841354723707,0.499330655957162,0.9946666666666667,0.0,0.0,0.0,0.5833333333333334,0.4117647058823529,1.0,0.0,0.0,0.0,0.6669630947087595,0.5003335557038026,1.0
fine_tune_explicit_meditron_7b,0.28402366863905326,0.5454545454545454,0.192,0.16658500734933857,0.37777777777777777,0.10685103708359522,0.8726851851851852,0.6153288201160542,0.5193333333333333,0.8733333333333333,0.9293333333333333,0.6383928571428571,0.868421052631579,0.9506172839506173,0.5146666666666667,0.19441340782122904,0.6,0.116,0.0,0.0,0.0,0.2831858407079646,0.7272727272727273,0.17582417582417584,0.0,0.0,0.0,0.1554524361948956,0.5982142857142857,0.08933333333333333
cot_2_shot_llama2_13b_chat_retriever_bm25,0.5919117647058824,0.5476190476190477,0.644,0.47004383828543594,0.3836978131212724,0.606536769327467,0.6122685185185185,0.5548839458413927,0.5493333333333333,0.6133333333333333,0.5946666666666667,0.5133928571428571,0.6052631578947368,0.5987654320987654,0.542,0.5775,0.5435294117647059,0.616,0.0,0.0,0.0,0.4630541871921183,0.41964285714285715,0.5164835164835165,0.0,0.0,0.0,0.5703564727954973,0.5371024734982333,0.608
fine_tune_explicit_multi_adapter_mistral_7b_instruct,0.6991525423728814,0.7432432432432432,0.66,0.5448075056615982,0.5613333333333334,0.5292269013199246,0.7893518518518519,0.7038201160541586,0.6926666666666667,0.772,0.8,0.6517857142857143,0.9035087719298246,0.9259259259259259,0.6506666666666666,0.6681065514758819,0.7261345852895149,0.6186666666666667,0.0,0.0,0.0,0.4507042253521127,0.6274509803921569,0.3516483516483517,0.0,0.0,0.0,0.569078947368421,0.7424892703862661,0.4613333333333333
1_shot_llama2_13b_chat_retriever_random,0.658499234303216,0.533498759305211,0.86,0.5050793085011585,0.35248756218905475,0.890634820867379,0.3113425925925926,0.4724371373307544,0.528,0.31866666666666665,0.29333333333333333,0.5,0.2631578947368421,0.35185185185185186,0.5153333333333333,0.6474103585657371,0.5166931637519873,0.8666666666666667,0.0,0.0,0.0,0.5971223021582734,0.44385026737967914,0.9120879120879121,0.0,0.0,0.0,0.6529832935560859,0.5085501858736059,0.912
2_shot_explicit_mistral_7b_instruct_retriever_bm25,0.6732394366197183,0.5195652173913043,0.956,0.49716047379522965,0.3350831146106737,0.9629164047768699,0.15856481481481483,0.42649903288201163,0.5206666666666667,0.164,0.144,0.4375,0.12280701754385964,0.12345679012345678,0.5046666666666667,0.6635470285446887,0.5111751982696467,0.9453333333333334,0.0,0.0,0.0,0.5855263157894737,0.41784037558685444,0.978021978021978,0.0,0.0,0.0,0.6639529624604251,0.5023956194387406,0.9786666666666667
late_4_shot_mistrallite_7b_retriever_bm25,0.0,0.0,0.0,0.0012539184952978057,0.25,0.0006285355122564425,1.0,0.6148452611218569,0.49933333333333335,1.0,0.9986666666666667,0.59375,1.0,1.0,0.5,0.0026560424966799467,0.3333333333333333,0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cot_2_shot_explicit_mistral_7b_instruct_retriever_bm25,0.5920303605313092,0.5631768953068592,0.624,0.4762137106611369,0.38915470494417864,0.6134506599622879,0.6064814814814815,0.5631044487427466,0.5633333333333334,0.592,0.588,0.5446428571428571,0.7017543859649122,0.6481481481481481,0.544,0.5984058859595339,0.5539160045402951,0.6506666666666666,0.0,0.0,0.0,0.4333333333333333,0.43820224719101125,0.42857142857142855,0.0,0.0,0.0,0.5676359039190899,0.5396634615384616,0.5986666666666667
cot_1_shot_mistral_7b_instruct_retriever_bm25,0.5834862385321101,0.5389830508474577,0.636,0.47175608603167096,0.37803030303030305,0.6272784412319296,0.5706018518518519,0.5493230174081238,0.5573333333333333,0.5506666666666666,0.564,0.4642857142857143,0.7017543859649122,0.6975308641975309,0.5306666666666666,0.6033452807646356,0.5465367965367965,0.6733333333333333,0.0,0.0,0.0,0.37499999999999994,0.3564356435643564,0.3956043956043956,0.0,0.0,0.0,0.5648949320148331,0.5264976958525346,0.6093333333333333
1_shot_llama2_7b_chat_retriever_random,0.6612903225806451,0.4979757085020243,0.984,0.4819792302993281,0.31833770425660685,0.9918290383406663,0.011574074074074073,0.38636363636363635,0.5,0.012,0.010666666666666666,0.40625,0.008771929824561403,0.006172839506172839,0.49866666666666665,0.6648793565683646,0.5,0.992,0.0,0.0,0.0,0.5750798722044728,0.40540540540540543,0.989010989010989,0.0,0.0,0.0,0.6642857142857143,0.4993288590604027,0.992
cot_1_shot_llama2_13b_chat_retriever_bm25,0.6345811051693405,0.572347266881029,0.712,0.4950021729682746,0.37827964131517766,0.715901948460088,0.53125,0.5360251450676983,0.5566666666666666,0.5346666666666666,0.46,0.5223214285714286,0.5087719298245614,0.5370370370370371,0.5553333333333333,0.6153846153846154,0.54341164453524,0.7093333333333334,0.0,0.0,0.0,0.5158371040723982,0.43846153846153846,0.6263736263736264,0.0,0.0,0.0,0.622524052065648,0.5408062930186824,0.7333333333333333
cot_0_shot_llama2_13b_chat,0.6028368794326241,0.5414012738853503,0.68,0.4721085505061382,0.35910878112712974,0.688874921433061,0.5011574074074074,0.511605415860735,0.542,0.488,0.43733333333333335,0.5357142857142857,0.5877192982456141,0.48148148148148145,0.518,0.5984804208065458,0.5327783558792925,0.6826666666666666,0.0,0.0,0.0,0.5315315315315315,0.45038167938931295,0.6483516483516484,0.0,0.0,0.0,0.5922165820642977,0.5131964809384164,0.7
cot_2_shot_explicit_llama2_7b_chat_retriever_bm25,0.5394495412844037,0.49830508474576274,0.588,0.43081691388089444,0.33253588516746413,0.6115650534255186,0.4444444444444444,0.4944390715667311,0.5106666666666667,0.43733333333333335,0.43466666666666665,0.45089285714285715,0.49122807017543857,0.48148148148148145,0.516,0.563614744351962,0.5085836909871244,0.632,0.0,0.0,0.0,0.3880597014925373,0.35454545454545455,0.42857142857142855,0.0,0.0,0.0,0.5589307411907654,0.5133928571428571,0.6133333333333333
cot_late_8_shot_mistral_7b_instruct_retriever_bm25,0.6506849315068494,0.5688622754491018,0.76,0.52367192709491,0.4050894085281981,0.7404148334380892,0.5833333333333334,0.5689071566731141,0.5853333333333334,0.5733333333333334,0.5546666666666666,0.5491071428571429,0.6491228070175439,0.6234567901234568,0.5566666666666666,0.6481900452488689,0.56286836935167,0.764,0.0,0.0,0.0,0.5167464114832536,0.4576271186440678,0.5934065934065934,0.0,0.0,0.0,0.6236559139784946,0.5417895771878073,0.7346666666666667
fine_tune_polytropon_mistrallite_7b,0.6840958605664488,0.7511961722488039,0.628,0.5228187919463088,0.5608351331893449,0.4896291640477687,0.8148148148148148,0.6948742746615088,0.6833333333333333,0.7973333333333333,0.7786666666666666,0.6428571428571429,0.9298245614035088,1.0,0.6393333333333333,0.6478873239436619,0.7295492487479132,0.5826666666666667,0.0,0.0,0.0,0.3548387096774193,0.6666666666666666,0.24175824175824176,0.0,0.0,0.0,0.541913632514818,0.7424593967517401,0.4266666666666667
cot_2_shot_mistral_7b_instruct_retriever_bm25,0.5943925233644859,0.5578947368421052,0.636,0.4799416484318016,0.39135606661379857,0.6203645505971087,0.6064814814814815,0.5650386847195358,0.5766666666666667,0.592,0.5706666666666667,0.53125,0.7017543859649122,0.6851851851851852,0.5426666666666666,0.6043613707165109,0.5672514619883041,0.6466666666666666,0.0,0.0,0.0,0.43243243243243246,0.425531914893617,0.43956043956043955,0.0,0.0,0.0,0.5739130434782609,0.5372093023255814,0.616
late_8_shot_mistrallite_7b_retriever_bm25,0.6585695006747639,0.4969450101832994,0.976,0.48350641417226636,0.31934637885818035,0.9949717159019484,0.018518518518518517,0.38733075435203096,0.49666666666666665,0.018666666666666668,0.012,0.41964285714285715,0.017543859649122806,0.018518518518518517,0.5006666666666667,0.662795891022778,0.4983210208193418,0.9893333333333333,0.0,0.0,0.0,0.5833333333333334,0.4117647058823529,1.0,0.0,0.0,0.0,0.6669630947087595,0.5003335557038026,1.0
2_shot_llama2_7b_chat_retriever_random,0.638728323699422,0.5,0.884,0.4755430276902669,0.32297297297297295,0.9013199245757385,0.125,0.418036750483559,0.496,0.13333333333333333,0.14666666666666667,0.4642857142857143,0.07017543859649122,0.16666666666666666,0.496,0.6413662239089184,0.49779086892488955,0.9013333333333333,0.0,0.0,0.0,0.5804195804195804,0.4256410256410256,0.9120879120879121,0.0,0.0,0.0,0.641025641025641,0.497787610619469,0.9
pretrained_0_shot_mistrallite_7b_common_sections_avg,0.7781569965870306,0.6785714285714286,0.912,0.6332552693208432,0.5046659201194476,0.8497800125707102,0.6307870370370371,0.6985009671179884,0.7086666666666667,0.6253333333333333,0.6093333333333333,0.7053571428571429,0.6666666666666666,0.7098765432098766,0.7306666666666667,0.749282845668388,0.6576032225579054,0.8706666666666667,0.0,0.0,0.0,0.6826923076923076,0.6068376068376068,0.7802197802197802,0.0,0.0,0.0,0.7566265060240964,0.6901098901098901,0.8373333333333334
fine_tune_meditron_7b,0.19795221843003416,0.6744186046511628,0.116,0.08866442199775533,0.41361256544502617,0.049654305468258955,0.9560185185185185,0.6165377176015474,0.5053333333333333,0.9586666666666667,0.98,0.625,0.9385964912280702,0.9691358024691358,0.5066666666666667,0.07481296758104737,0.5769230769230769,0.04,0.0,0.0,0.0,0.17647058823529413,0.8181818181818182,0.0989010989010989,0.0,0.0,0.0,0.0975609756097561,0.5714285714285714,0.05333333333333334
pretrained_0_shot_mistrallite_7b_sections_avg,0.7599999999999999,0.6514285714285715,0.912,0.6100369324353682,0.46613545816733065,0.8824638592080453,0.5671296296296297,0.656431334622824,0.684,0.5613333333333334,0.5426666666666666,0.6741071428571429,0.6052631578947368,0.6481481481481481,0.684,0.7360801781737194,0.6319311663479924,0.8813333333333333,0.0,0.0,0.0,0.683982683982684,0.5642857142857143,0.8681318681318682,0.0,0.0,0.0,0.7369589345172031,0.6311787072243346,0.8853333333333333
fine_tune_llama2_13b_chat,0.676595744680851,0.7227272727272728,0.636,0.4597701149425288,0.49743964886613024,0.4274041483343809,0.7731481481481481,0.6610251450676983,0.6653333333333333,0.7586666666666667,0.7453333333333333,0.6294642857142857,0.868421052631579,0.8827160493827161,0.5953333333333334,0.6378066378066377,0.6949685534591195,0.5893333333333334,0.0,0.0,0.0,0.4429530201342282,0.5689655172413793,0.3626373626373626,0.0,0.0,0.0,0.4031465093411996,0.7677902621722846,0.2733333333333333
pretrained_0_shot_mistral_7b_instruct_contrastive_common_avg,0.7765957446808509,0.697452229299363,0.876,0.6209677419354839,0.5183003786285233,0.7743557510999372,0.6886574074074074,0.7014023210831721,0.722,0.6853333333333333,0.676,0.6607142857142857,0.7105263157894737,0.7654320987654321,0.6926666666666667,0.7548500881834215,0.6750788643533123,0.856,0.0,0.0,0.0,0.5869565217391305,0.5806451612903226,0.5934065934065934,0.0,0.0,0.0,0.6992824527071102,0.6845466155810983,0.7146666666666667
0_shot_explicit_llama2_13b_chat,0.5423728813559322,0.5124555160142349,0.576,0.42888296583474683,0.34897476340694006,0.5562539283469516,0.5694444444444444,0.5200676982591876,0.5246666666666666,0.5853333333333334,0.5613333333333334,0.4732142857142857,0.4649122807017544,0.5493827160493827,0.49866666666666665,0.5557632398753894,0.5216374269005848,0.5946666666666667,0.0,0.0,0.0,0.42718446601941745,0.3826086956521739,0.4835164835164835,0.0,0.0,0.0,0.5123216601815824,0.49873737373737376,0.5266666666666666
late_coupled_6_shot_llama2_7b_chat_retriever_bm25,0.6255639097744361,0.5012048192771085,0.832,0.46431672165306476,0.32077735124760076,0.8403519798868636,0.16898148148148148,0.4277079303675048,0.49933333333333335,0.17733333333333334,0.19066666666666668,0.4419642857142857,0.11403508771929824,0.17901234567901234,0.49933333333333335,0.6280336800396236,0.4996059889676911,0.8453333333333334,0.0,0.0,0.0,0.5454545454545454,0.4076086956521739,0.8241758241758241,0.0,0.0,0.0,0.6258096661684105,0.4996022275258552,0.8373333333333334
fine_tune_multi_adapter_mistrallite_7b,0.6547406082289803,0.5922330097087378,0.732,0.5030674846625767,0.4027200604457877,0.6700188560653677,0.5509259259259259,0.5846228239845261,0.6033333333333334,0.54,0.5386666666666666,0.5669642857142857,0.6228070175438597,0.6851851851851852,0.5806666666666667,0.6447761194029851,0.5837837837837838,0.72,0.0,0.0,0.0,0.49214659685863876,0.47,0.5164835164835165,0.0,0.0,0.0,0.6036546943919345,0.5722819593787336,0.6386666666666667
cot_0_shot_explicit_llama2_7b_chat,0.6234177215189873,0.5157068062827225,0.788,0.46798866855524085,0.33450323974082075,0.7787554996857322,0.30092592592592593,0.46494197292069633,0.5046666666666667,0.2866666666666667,0.304,0.4419642857142857,0.39473684210526316,0.35185185185185186,0.5213333333333333,0.6075013206550448,0.5030621172353456,0.7666666666666667,0.0,0.0,0.0,0.5136186770428016,0.39759036144578314,0.7252747252747253,0.0,0.0,0.0,0.624869383490073,0.5137457044673539,0.7973333333333333
cot_0_shot_meditron_7b,0.3608247422680413,0.5072463768115942,0.28,0.33154065169250235,0.33375796178343947,0.32935260842237585,0.6851851851851852,0.5548839458413927,0.5113333333333333,0.6733333333333333,0.684,0.5446428571428571,0.7631578947368421,0.808641975308642,0.508,0.41313050440352284,0.5170340681362725,0.344,0.0,0.0,0.0,0.2916666666666667,0.39622641509433965,0.23076923076923078,0.0,0.0,0.0,0.39902280130293155,0.5125523012552301,0.32666666666666666
cot_1_shot_llama2_7b_chat_retriever_bm25,0.610051993067591,0.5382262996941896,0.704,0.46328140805179036,0.3415871121718377,0.7196731615336267,0.3923611111111111,0.48549323017408125,0.5166666666666667,0.4,0.35333333333333333,0.47767857142857145,0.34210526315789475,0.3888888888888889,0.532,0.6027397260273971,0.5116279069767442,0.7333333333333333,0.0,0.0,0.0,0.48000000000000004,0.40298507462686567,0.5934065934065934,0.0,0.0,0.0,0.6065022421524663,0.52321083172147,0.7213333333333334
fine_tune_explicit_llama2_7b_chat,0.5748218527315914,0.7076023391812866,0.484,0.33444816053511706,0.4090909090909091,0.28284098051539913,0.7372685185185185,0.6218568665377177,0.632,0.7146666666666667,0.7426666666666667,0.6116071428571429,0.8859649122807017,0.9012345679012346,0.5226666666666666,0.5811836115326253,0.6742957746478874,0.5106666666666667,0.0,0.0,0.0,0.304,0.5588235294117647,0.2087912087912088,0.0,0.0,0.0,0.11822660098522167,0.7741935483870968,0.064
1_shot_mistrallite_7b_retriever_random,0.6621983914209115,0.49798387096774194,0.988,0.4836402374067874,0.31907630522088354,0.9987429289754871,0.015046296296296295,0.3853965183752418,0.49866666666666665,0.016,0.005333333333333333,0.4107142857142857,0.008771929824561403,0.0,0.5,0.6654804270462633,0.4993324432576769,0.9973333333333333,0.0,0.0,0.0,0.5796178343949044,0.4080717488789238,1.0,0.0,0.0,0.0,0.6666666666666666,0.5,1.0
late_6_shot_meditron_7b_retriever_bm25,0.44690265486725667,0.5,0.404,0.3103961870717903,0.29501698754246886,0.3274670018856065,0.5925925925925926,0.5253868471953579,0.5013333333333333,0.5986666666666667,0.6053333333333333,0.5401785714285714,0.5526315789473685,0.5246913580246914,0.5073333333333333,0.4679943100995732,0.5015243902439024,0.43866666666666665,0.0,0.0,0.0,0.47179487179487173,0.4423076923076923,0.5054945054945055,0.0,0.0,0.0,0.2832201745877788,0.5195729537366548,0.19466666666666665
late_coupled_4_shot_mistrallite_7b_retriever_bm25,0.14840989399293286,0.6363636363636364,0.084,0.10753821823932526,0.3333333333333333,0.06411062225015714,0.9097222222222222,0.6095261121856866,0.5193333333333333,0.8986666666666666,0.9333333333333333,0.5803571428571429,0.9824561403508771,0.9876543209876543,0.5013333333333333,0.18531073446327684,0.6074074074074074,0.10933333333333334,0.0,0.0,0.0,0.02083333333333334,0.2,0.01098901098901099,0.0,0.0,0.0,0.04834605597964377,0.5277777777777778,0.025333333333333333
2_shot_mistral_7b_instruct_retriever_random,0.6638888888888889,0.5085106382978724,0.956,0.5011272141706924,0.33686945226239445,0.9780012570710245,0.14583333333333334,0.42940038684719534,0.5266666666666666,0.15866666666666668,0.13333333333333333,0.44642857142857145,0.06140350877192982,0.13580246913580246,0.5093333333333333,0.670380687093779,0.5142450142450142,0.9626666666666667,0.0,0.0,0.0,0.5921052631578948,0.4225352112676056,0.989010989010989,0.0,0.0,0.0,0.6690647482014389,0.5047489823609227,0.992
fine_tune_explicit_llama2_13b_chat,0.7653846153846153,0.737037037037037,0.796,0.5673249551166967,0.5414049114791548,0.5958516656191075,0.7581018518518519,0.7009187620889749,0.7186666666666667,0.7506666666666667,0.7413333333333333,0.65625,0.8070175438596491,0.8765432098765432,0.6506666666666666,0.7291399229781772,0.7029702970297029,0.7573333333333333,0.0,0.0,0.0,0.544378698224852,0.5897435897435898,0.5054945054945055,0.0,0.0,0.0,0.5604026845637584,0.755656108597285,0.44533333333333336
cot_0_shot_mistral_7b_instruct,0.4708249496981891,0.47368421052631576,0.468,0.4359943316013226,0.34922436625047293,0.5801382778126964,0.5925925925925926,0.5077369439071566,0.47333333333333333,0.6026666666666667,0.6,0.45535714285714285,0.5263157894736842,0.5246913580246914,0.502,0.48567708333333337,0.47455470737913485,0.49733333333333335,0.0,0.0,0.0,0.4299065420560747,0.37398373983739835,0.5054945054945055,0.0,0.0,0.0,0.5743589743589743,0.5014925373134328,0.672
pretrained_fine_tune_mistral_7b_instruct_contrastive,0.7637051039697542,0.7240143369175627,0.808,0.5719932241671372,0.5192209123526397,0.6367064739157763,0.7106481481481481,0.6939071566731141,0.7293333333333333,0.7026666666666667,0.6786666666666666,0.6473214285714286,0.7631578947368421,0.8148148148148148,0.66,0.7423857868020304,0.7082324455205811,0.78,0.0,0.0,0.0,0.5380116959064327,0.575,0.5054945054945055,0.0,0.0,0.0,0.5996860282574568,0.7290076335877863,0.5093333333333333
1_shot_mistrallite_7b_retriever_bm25,0.5388788426763111,0.49174917491749176,0.596,0.41613400925721844,0.32043448744059744,0.5933375235700817,0.41087962962962965,0.4825918762088975,0.49,0.4106666666666667,0.41333333333333333,0.5089285714285714,0.41228070175438597,0.5123456790123457,0.5026666666666667,0.5321100917431192,0.4915254237288136,0.58,0.0,0.0,0.0,0.4811320754716981,0.4214876033057851,0.5604395604395604,0.0,0.0,0.0,0.5511432009626956,0.5021929824561403,0.6106666666666667
cot_0_shot_llama2_7b_chat,0.6369426751592356,0.5291005291005291,0.8,0.47602804623839307,0.3407487791644059,0.7894406033940917,0.30092592592592593,0.47751450676982593,0.5246666666666666,0.29733333333333334,0.2653333333333333,0.5,0.32456140350877194,0.3271604938271605,0.5493333333333333,0.6181039100160686,0.5165622202327663,0.7693333333333333,0.0,0.0,0.0,0.5624999999999999,0.43636363636363634,0.7912087912087912,0.0,0.0,0.0,0.6423280423280424,0.5324561403508772,0.8093333333333333
late_coupled_6_shot_mistral_7b_instruct_retriever_bm25,0.6601398601398601,0.5075268817204301,0.944,0.491845632165348,0.33094306823120384,0.957259585166562,0.1412037037037037,0.4185203094777563,0.512,0.14533333333333334,0.11333333333333333,0.42857142857142855,0.11403508771929824,0.14814814814814814,0.5053333333333333,0.6566604127579737,0.5065123010130246,0.9333333333333333,0.0,0.0,0.0,0.5704697986577181,0.4106280193236715,0.9340659340659341,0.0,0.0,0.0,0.6654643823264201,0.502724795640327,0.984
2_shot_explicit_llama2_7b_chat_retriever_bm25,0.6409495548961425,0.5094339622641509,0.864,0.4687393235394602,0.3218390804597701,0.8623507228158391,0.15046296296296297,0.425531914893617,0.5033333333333333,0.156,0.17066666666666666,0.45982142857142855,0.11403508771929824,0.15432098765432098,0.49933333333333335,0.635340186000979,0.5019334880123744,0.8653333333333333,0.0,0.0,0.0,0.5631768953068592,0.41935483870967744,0.8571428571428571,0.0,0.0,0.0,0.6320431161195493,0.49961270333075136,0.86
2_shot_mistrallite_7b_retriever_bm25,0.46651270207852197,0.5519125683060109,0.404,0.35196687370600416,0.3324022346368715,0.3739786297925833,0.6597222222222222,0.5413442940038685,0.518,0.6573333333333333,0.6653333333333333,0.48660714285714285,0.6754385964912281,0.5987654320987654,0.5046666666666667,0.46720707442888726,0.5222405271828665,0.4226666666666667,0.0,0.0,0.0,0.3502824858757062,0.36046511627906974,0.34065934065934067,0.0,0.0,0.0,0.3993532740501212,0.5071868583162218,0.3293333333333333
cot_late_2_shot_llama2_7b_chat_retriever_bm25,0.5603271983640081,0.5732217573221757,0.548,0.4318637274549098,0.3590170762182424,0.5417976115650535,0.5810185185185185,0.5391682785299806,0.538,0.572,0.5413333333333333,0.5267857142857143,0.6403508771929824,0.5740740740740741,0.5373333333333333,0.5526145900581019,0.5356695869837297,0.5706666666666667,0.0,0.0,0.0,0.3977272727272727,0.4117647058823529,0.38461538461538464,0.0,0.0,0.0,0.5348525469168901,0.5377358490566038,0.532
cot_2_shot_llama2_7b_chat_retriever_bm25,0.5607142857142857,0.5064516129032258,0.628,0.4328391236999336,0.33401639344262296,0.6147077309868008,0.46296296296296297,0.49250483558994196,0.502,0.4573333333333333,0.42933333333333334,0.46875,0.5,0.5246913580246914,0.5146666666666667,0.5618768328445748,0.5015706806282723,0.6386666666666667,0.0,0.0,0.0,0.44131455399061037,0.38524590163934425,0.5164835164835165,0.0,0.0,0.0,0.553921568627451,0.5124716553287982,0.6026666666666667
pretrained_0_shot_mistrallite_7b_common,0.7478260869565216,0.819047619047619,0.688,0.5467625899280576,0.63919259882254,0.4776869893148963,0.8726851851851852,0.721953578336557,0.7433333333333333,0.864,0.8346666666666667,0.6696428571428571,0.9298245614035088,0.9567901234567902,0.6266666666666667,0.7150259067357513,0.8036605657237936,0.644,0.0,0.0,0.0,0.4477611940298507,0.6976744186046512,0.32967032967032966,0.0,0.0,0.0,0.4686907020872866,0.8125,0.3293333333333333
